,building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
10551153,1249,1,2016-07-12 14:00:00,2772.58,14,Office,159384,,,25.0,2.0,19.4,0.0,1019.5,160.0,2.6
10551154,1249,2,2016-07-12 14:00:00,479.808,14,Office,159384,,,25.0,2.0,19.4,0.0,1019.5,160.0,2.6
10551155,1249,3,2016-07-12 14:00:00,458.05,14,Office,159384,,,25.0,2.0,19.4,0.0,1019.5,160.0,2.6
10553502,1249,0,2016-07-12 15:00:00,367.0,14,Office,159384,,,26.1,2.0,20.0,0.0,1019.5,,3.6
10553503,1249,1,2016-07-12 15:00:00,3027.81,14,Office,159384,,,26.1,2.0,20.0,0.0,1019.5,,3.6
10553504,1249,2,2016-07-12 15:00:00,479.808,14,Office,159384,,,26.1,2.0,20.0,0.0,1019.5,,3.6
10553505,1249,3,2016-07-12 15:00:00,452.007,14,Office,159384,,,26.1,2.0,20.0,0.0,1019.5,,3.6
10555850,1249,0,2016-07-12 16:00:00,355.0,14,Office,159384,,,26.7,,18.3,0.0,1019.0,220.0,2.1
10555851,1249,1,2016-07-12 16:00:00,3179.62,14,Office,159384,,,26.7,,18.3,0.0,1019.0,220.0,2.1
10555852,1249,2,2016-07-12 16:00:00,659.736,14,Office,159384,,,26.7,,18.3,0.0,1019.0,220.0,2.1
10555853,1249,3,2016-07-12 16:00:00,437.001,14,Office,159384,,,26.7,,18.3,0.0,1019.0,220.0,2.1
10558199,1249,0,2016-07-12 17:00:00,380.0,14,Office,159384,,,27.8,0.0,18.3,0.0,1018.5,,1.5
10558200,1249,1,2016-07-12 17:00:00,3400.38,14,Office,159384,,,27.8,0.0,18.3,0.0,1018.5,,1.5
10558201,1249,2,2016-07-12 17:00:00,899.64,14,Office,159384,,,27.8,0.0,18.3,0.0,1018.5,,1.5
10558202,1249,3,2016-07-12 17:00:00,442.939,14,Office,159384,,,27.8,0.0,18.3,0.0,1018.5,,1.5
10560551,1249,0,2016-07-12 18:00:00,383.0,14,Office,159384,,,28.9,,18.9,0.0,1018.0,190.0,3.1
10560552,1249,1,2016-07-12 18:00:00,3251.91,14,Office,159384,,,28.9,,18.9,0.0,1018.0,190.0,3.1
10560553,1249,2,2016-07-12 18:00:00,779.688,14,Office,159384,,,28.9,,18.9,0.0,1018.0,190.0,3.1
10560554,1249,3,2016-07-12 18:00:00,439.895,14,Office,159384,,,28.9,,18.9,0.0,1018.0,190.0,3.1
10562902,1249,0,2016-07-12 19:00:00,358.0,14,Office,159384,,,30.0,2.0,18.9,0.0,1017.0,230.0,4.1
10562903,1249,1,2016-07-12 19:00:00,3329.48,14,Office,159384,,,30.0,2.0,18.9,0.0,1017.0,230.0,4.1
10562904,1249,2,2016-07-12 19:00:00,719.712,14,Office,159384,,,30.0,2.0,18.9,0.0,1017.0,230.0,4.1
10562905,1249,3,2016-07-12 19:00:00,433.451,14,Office,159384,,,30.0,2.0,18.9,0.0,1017.0,230.0,4.1
10565254,1249,0,2016-07-12 20:00:00,354.0,14,Office,159384,,,29.4,2.0,17.2,0.0,1016.5,200.0,4.1
10565255,1249,1,2016-07-12 20:00:00,3113.72,14,Office,159384,,,29.4,2.0,17.2,0.0,1016.5,200.0,4.1
10565256,1249,2,2016-07-12 20:00:00,659.736,14,Office,159384,,,29.4,2.0,17.2,0.0,1016.5,200.0,4.1
10565257,1249,3,2016-07-12 20:00:00,437.211,14,Office,159384,,,29.4,2.0,17.2,0.0,1016.5,200.0,4.1
10567607,1249,0,2016-07-12 21:00:00,354.0,14,Office,159384,,,28.9,,17.2,0.0,1016.5,230.0,5.1
10567608,1249,1,2016-07-12 21:00:00,3816.41,14,Office,159384,,,28.9,,17.2,0.0,1016.5,230.0,5.1
10567609,1249,2,2016-07-12 21:00:00,779.688,14,Office,159384,,,28.9,,17.2,0.0,1016.5,230.0,5.1
10567610,1249,3,2016-07-12 21:00:00,427.648,14,Office,159384,,,28.9,,17.2,0.0,1016.5,230.0,5.1
10569958,1249,0,2016-07-12 22:00:00,323.0,14,Office,159384,,,27.8,0.0,18.3,0.0,1016.5,190.0,4.6
10569959,1249,1,2016-07-12 22:00:00,3247.65,14,Office,159384,,,27.8,0.0,18.3,0.0,1016.5,190.0,4.6
10569960,1249,2,2016-07-12 22:00:00,719.712,14,Office,159384,,,27.8,0.0,18.3,0.0,1016.5,190.0,4.6
10569961,1249,3,2016-07-12 22:00:00,443.12,14,Office,159384,,,27.8,0.0,18.3,0.0,1016.5,190.0,4.6
10572308,1249,0,2016-07-12 23:00:00,331.0,14,Office,159384,,,28.3,0.0,18.9,0.0,1016.5,180.0,5.7
10572309,1249,1,2016-07-12 23:00:00,3336.06,14,Office,159384,,,28.3,0.0,18.9,0.0,1016.5,180.0,5.7
10572310,1249,2,2016-07-12 23:00:00,839.664,14,Office,159384,,,28.3,0.0,18.9,0.0,1016.5,180.0,5.7
10572311,1249,3,2016-07-12 23:00:00,426.897,14,Office,159384,,,28.3,0.0,18.9,0.0,1016.5,180.0,5.7
10574654,1249,0,2016-07-13 00:00:00,309.0,14,Office,159384,,,26.7,0.0,17.8,0.0,1016.0,180.0,5.1
10574655,1249,1,2016-07-13 00:00:00,3255.13,14,Office,159384,,,26.7,0.0,17.8,0.0,1016.0,180.0,5.1
10574656,1249,2,2016-07-13 00:00:00,719.712,14,Office,159384,,,26.7,0.0,17.8,0.0,1016.0,180.0,5.1
10574657,1249,3,2016-07-13 00:00:00,434.958,14,Office,159384,,,26.7,0.0,17.8,0.0,1016.0,180.0,5.1
10576999,1249,0,2016-07-13 01:00:00,313.0,14,Office,159384,,,25.6,0.0,17.2,0.0,1016.5,190.0,4.6
10577000,1249,1,2016-07-13 01:00:00,2995.84,14,Office,159384,,,25.6,0.0,17.2,0.0,1016.5,190.0,4.6
10577001,1249,2,2016-07-13 01:00:00,779.688,14,Office,159384,,,25.6,0.0,17.2,0.0,1016.5,190.0,4.6
10577002,1249,3,2016-07-13 01:00:00,429.601,14,Office,159384,,,25.6,0.0,17.2,0.0,1016.5,190.0,4.6
10579345,1249,0,2016-07-13 02:00:00,319.0,14,Office,159384,,,23.9,0.0,18.9,0.0,1017.5,190.0,5.7
10579346,1249,1,2016-07-13 02:00:00,2379.09,14,Office,159384,,,23.9,0.0,18.9,0.0,1017.5,190.0,5.7
10579347,1249,2,2016-07-13 02:00:00,659.736,14,Office,159384,,,23.9,0.0,18.9,0.0,1017.5,190.0,5.7
10579348,1249,3,2016-07-13 02:00:00,438.613,14,Office,159384,,,23.9,0.0,18.9,0.0,1017.5,190.0,5.7
10581691,1249,0,2016-07-13 03:00:00,310.0,14,Office,159384,,,22.8,0.0,18.3,0.0,1017.5,180.0,3.6
10581692,1249,1,2016-07-13 03:00:00,2440.21,14,Office,159384,,,22.8,0.0,18.3,0.0,1017.5,180.0,3.6
10581693,1249,2,2016-07-13 03:00:00,539.784,14,Office,159384,,,22.8,0.0,18.3,0.0,1017.5,180.0,3.6
10581694,1249,3,2016-07-13 03:00:00,431.979,14,Office,159384,,,22.8,0.0,18.3,0.0,1017.5,180.0,3.6
10584037,1249,0,2016-07-13 04:00:00,322.0,14,Office,159384,,,22.2,0.0,18.3,0.0,1018.0,180.0,3.1
10584038,1249,1,2016-07-13 04:00:00,2506.95,14,Office,159384,,,22.2,0.0,18.3,0.0,1018.0,180.0,3.1
10584039,1249,2,2016-07-13 04:00:00,659.736,14,Office,159384,,,22.2,0.0,18.3,0.0,1018.0,180.0,3.1
10584040,1249,3,2016-07-13 04:00:00,451.982,14,Office,159384,,,22.2,0.0,18.3,0.0,1018.0,180.0,3.1
10586382,1249,0,2016-07-13 05:00:00,299.0,14,Office,159384,,,21.7,0.0,18.3,0.0,1017.5,170.0,3.6
10586383,1249,1,2016-07-13 05:00:00,2639.5,14,Office,159384,,,21.7,0.0,18.3,0.0,1017.5,170.0,3.6
10586384,1249,2,2016-07-13 05:00:00,719.712,14,Office,159384,,,21.7,0.0,18.3,0.0,1017.5,170.0,3.6
10586385,1249,3,2016-07-13 05:00:00,448.767,14,Office,159384,,,21.7,0.0,18.3,0.0,1017.5,170.0,3.6
10588728,1249,0,2016-07-13 06:00:00,302.0,14,Office,159384,,,21.1,0.0,18.3,0.0,1018.0,190.0,2.1
10588729,1249,1,2016-07-13 06:00:00,2585.44,14,Office,159384,,,21.1,0.0,18.3,0.0,1018.0,190.0,2.1
10588730,1249,2,2016-07-13 06:00:00,719.712,14,Office,159384,,,21.1,0.0,18.3,0.0,1018.0,190.0,2.1
10588731,1249,3,2016-07-13 06:00:00,453.234,14,Office,159384,,,21.1,0.0,18.3,0.0,1018.0,190.0,2.1
10591075,1249,0,2016-07-13 07:00:00,304.0,14,Office,159384,,,20.6,2.0,18.3,0.0,1017.5,180.0,2.1
10591076,1249,1,2016-07-13 07:00:00,2302.7,14,Office,159384,,,20.6,2.0,18.3,0.0,1017.5,180.0,2.1
10591077,1249,2,2016-07-13 07:00:00,659.736,14,Office,159384,,,20.6,2.0,18.3,0.0,1017.5,180.0,2.1
10591078,1249,3,2016-07-13 07:00:00,444.141,14,Office,159384,,,20.6,2.0,18.3,0.0,1017.5,180.0,2.1
10593423,1249,0,2016-07-13 08:00:00,332.0,14,Office,159384,,,20.6,0.0,18.9,0.0,1017.0,190.0,2.1
10593424,1249,1,2016-07-13 08:00:00,2839.42,14,Office,159384,,,20.6,0.0,18.9,0.0,1017.0,190.0,2.1
10593425,1249,2,2016-07-13 08:00:00,779.688,14,Office,159384,,,20.6,0.0,18.9,0.0,1017.0,190.0,2.1
10593426,1249,3,2016-07-13 08:00:00,441.828,14,Office,159384,,,20.6,0.0,18.9,0.0,1017.0,190.0,2.1
10595773,1249,0,2016-07-13 09:00:00,317.0,14,Office,159384,,,21.1,,18.9,0.0,1017.0,0.0,0.0
10595774,1249,1,2016-07-13 09:00:00,2836.45,14,Office,159384,,,21.1,,18.9,0.0,1017.0,0.0,0.0
10595775,1249,2,2016-07-13 09:00:00,959.616,14,Office,159384,,,21.1,,18.9,0.0,1017.0,0.0,0.0
10595776,1249,3,2016-07-13 09:00:00,446.454,14,Office,159384,,,21.1,,18.9,0.0,1017.0,0.0,0.0
10598119,1249,0,2016-07-13 10:00:00,313.0,14,Office,159384,,,21.1,,18.9,0.0,1017.0,150.0,1.5
10598120,1249,1,2016-07-13 10:00:00,2728.54,14,Office,159384,,,21.1,,18.9,0.0,1017.0,150.0,1.5
10598121,1249,2,2016-07-13 10:00:00,839.664,14,Office,159384,,,21.1,,18.9,0.0,1017.0,150.0,1.5
10598122,1249,3,2016-07-13 10:00:00,451.471,14,Office,159384,,,21.1,,18.9,0.0,1017.0,150.0,1.5
10600465,1249,0,2016-07-13 11:00:00,307.0,14,Office,159384,,,21.1,,19.4,0.0,1017.5,140.0,1.5
10600466,1249,1,2016-07-13 11:00:00,2556.36,14,Office,159384,,,21.1,,19.4,0.0,1017.5,140.0,1.5
10600467,1249,2,2016-07-13 11:00:00,1439.42,14,Office,159384,,,21.1,,19.4,0.0,1017.5,140.0,1.5
10600468,1249,3,2016-07-13 11:00:00,457.51,14,Office,159384,,,21.1,,19.4,0.0,1017.5,140.0,1.5
10602809,1249,0,2016-07-13 12:00:00,323.0,14,Office,159384,,,22.2,,19.4,0.0,1017.5,140.0,2.1
10602810,1249,1,2016-07-13 12:00:00,2598.42,14,Office,159384,,,22.2,,19.4,0.0,1017.5,140.0,2.1
10602811,1249,2,2016-07-13 12:00:00,779.688,14,Office,159384,,,22.2,,19.4,0.0,1017.5,140.0,2.1
10602812,1249,3,2016-07-13 12:00:00,447.225,14,Office,159384,,,22.2,,19.4,0.0,1017.5,140.0,2.1
10605156,1249,0,2016-07-13 13:00:00,330.0,14,Office,159384,,,22.8,,20.0,0.0,1017.5,180.0,2.6
10605157,1249,1,2016-07-13 13:00:00,2936.74,14,Office,159384,,,22.8,,20.0,0.0,1017.5,180.0,2.6
10605158,1249,2,2016-07-13 13:00:00,719.712,14,Office,159384,,,22.8,,20.0,0.0,1017.5,180.0,2.6
10605159,1249,3,2016-07-13 13:00:00,440.781,14,Office,159384,,,22.8,,20.0,0.0,1017.5,180.0,2.6
10607500,1249,0,2016-07-13 14:00:00,337.0,14,Office,159384,,,24.4,,20.0,0.0,1017.5,180.0,2.6
10607501,1249,1,2016-07-13 14:00:00,3035.29,14,Office,159384,,,24.4,,20.0,0.0,1017.5,180.0,2.6
10607502,1249,2,2016-07-13 14:00:00,899.64,14,Office,159384,,,24.4,,20.0,0.0,1017.5,180.0,2.6
10607503,1249,3,2016-07-13 14:00:00,459.868,14,Office,159384,,,24.4,,20.0,0.0,1017.5,180.0,2.6
10609844,1249,0,2016-07-13 15:00:00,360.0,14,Office,159384,,,25.6,,21.1,0.0,1017.5,160.0,3.1
10609845,1249,1,2016-07-13 15:00:00,3520.0,14,Office,159384,,,25.6,,21.1,0.0,1017.5,160.0,3.1
10609846,1249,2,2016-07-13 15:00:00,779.688,14,Office,159384,,,25.6,,21.1,0.0,1017.5,160.0,3.1
10609847,1249,3,2016-07-13 15:00:00,442.789,14,Office,159384,,,25.6,,21.1,0.0,1017.5,160.0,3.1
10612186,1249,0,2016-07-13 16:00:00,367.0,14,Office,159384,,,26.7,,21.7,0.0,1017.5,170.0,3.1
10612187,1249,1,2016-07-13 16:00:00,3281.97,14,Office,159384,,,26.7,,21.7,0.0,1017.5,170.0,3.1
10612188,1249,2,2016-07-13 16:00:00,839.664,14,Office,159384,,,26.7,,21.7,0.0,1017.5,170.0,3.1
10612189,1249,3,2016-07-13 16:00:00,452.793,14,Office,159384,,,26.7,,21.7,0.0,1017.5,170.0,3.1
10614531,1249,0,2016-07-13 17:00:00,351.0,14,Office,159384,,,25.0,,21.1,5.0,1017.5,190.0,3.1
10614532,1249,1,2016-07-13 17:00:00,3324.99,14,Office,159384,,,25.0,,21.1,5.0,1017.5,190.0,3.1
10614533,1249,2,2016-07-13 17:00:00,539.784,14,Office,159384,,,25.0,,21.1,5.0,1017.5,190.0,3.1
10614534,1249,3,2016-07-13 17:00:00,435.689,14,Office,159384,,,25.0,,21.1,5.0,1017.5,190.0,3.1
10616877,1249,0,2016-07-13 18:00:00,359.0,14,Office,159384,,,23.9,,22.2,15.0,1017.0,180.0,3.6
10616878,1249,1,2016-07-13 18:00:00,3352.04,14,Office,159384,,,23.9,,22.2,15.0,1017.0,180.0,3.6
10616879,1249,2,2016-07-13 18:00:00,839.664,14,Office,159384,,,23.9,,22.2,15.0,1017.0,180.0,3.6
10616880,1249,3,2016-07-13 18:00:00,429.841,14,Office,159384,,,23.9,,22.2,15.0,1017.0,180.0,3.6
10619226,1249,0,2016-07-13 19:00:00,395.0,14,Office,159384,,,22.8,,20.0,66.0,1017.5,70.0,4.1
10619227,1249,1,2016-07-13 19:00:00,3747.03,14,Office,159384,,,22.8,,20.0,66.0,1017.5,70.0,4.1
10619228,1249,2,2016-07-13 19:00:00,719.712,14,Office,159384,,,22.8,,20.0,66.0,1017.5,70.0,4.1
10619229,1249,3,2016-07-13 19:00:00,430.577,14,Office,159384,,,22.8,,20.0,66.0,1017.5,70.0,4.1
10621574,1249,0,2016-07-13 20:00:00,375.0,14,Office,159384,,,22.2,,20.6,33.0,1017.0,60.0,2.6
10621575,1249,1,2016-07-13 20:00:00,3639.05,14,Office,159384,,,22.2,,20.6,33.0,1017.0,60.0,2.6
10621576,1249,2,2016-07-13 20:00:00,779.688,14,Office,159384,,,22.2,,20.6,33.0,1017.0,60.0,2.6
10621577,1249,3,2016-07-13 20:00:00,446.074,14,Office,159384,,,22.2,,20.6,33.0,1017.0,60.0,2.6
10623921,1249,0,2016-07-13 21:00:00,350.0,14,Office,159384,,,22.8,,20.6,23.0,1017.0,130.0,2.1
10623922,1249,1,2016-07-13 21:00:00,3693.99,14,Office,159384,,,22.8,,20.6,23.0,1017.0,130.0,2.1
10623923,1249,2,2016-07-13 21:00:00,719.712,14,Office,159384,,,22.8,,20.6,23.0,1017.0,130.0,2.1
10623924,1249,3,2016-07-13 21:00:00,432.034,14,Office,159384,,,22.8,,20.6,23.0,1017.0,130.0,2.1
10626267,1249,0,2016-07-13 22:00:00,328.0,14,Office,159384,,,23.3,,21.1,0.0,1016.0,0.0,0.0
10626268,1249,1,2016-07-13 22:00:00,2871.61,14,Office,159384,,,23.3,,21.1,0.0,1016.0,0.0,0.0
10626269,1249,2,2016-07-13 22:00:00,899.64,14,Office,159384,,,23.3,,21.1,0.0,1016.0,0.0,0.0
10626270,1249,3,2016-07-13 22:00:00,431.303,14,Office,159384,,,23.3,,21.1,0.0,1016.0,0.0,0.0
10628614,1249,0,2016-07-13 23:00:00,321.0,14,Office,159384,,,23.9,,21.7,-1.0,1015.0,0.0,0.0
10628615,1249,1,2016-07-13 23:00:00,2987.57,14,Office,159384,,,23.9,,21.7,-1.0,1015.0,0.0,0.0
10628616,1249,2,2016-07-13 23:00:00,779.688,14,Office,159384,,,23.9,,21.7,-1.0,1015.0,0.0,0.0
10628617,1249,3,2016-07-13 23:00:00,436.42,14,Office,159384,,,23.9,,21.7,-1.0,1015.0,0.0,0.0
10630961,1249,0,2016-07-14 00:00:00,310.0,14,Office,159384,,,23.9,,21.7,-1.0,1015.5,180.0,2.6
10630962,1249,1,2016-07-14 00:00:00,3126.97,14,Office,159384,,,23.9,,21.7,-1.0,1015.5,180.0,2.6
10630963,1249,2,2016-07-14 00:00:00,599.76,14,Office,159384,,,23.9,,21.7,-1.0,1015.5,180.0,2.6
10630964,1249,3,2016-07-14 00:00:00,439.239,14,Office,159384,,,23.9,,21.7,-1.0,1015.5,180.0,2.6
10633308,1249,0,2016-07-14 01:00:00,320.0,14,Office,159384,,,23.3,,21.7,-1.0,1015.5,0.0,0.0
10633309,1249,1,2016-07-14 01:00:00,2899.21,14,Office,159384,,,23.3,,21.7,-1.0,1015.5,0.0,0.0
10633310,1249,2,2016-07-14 01:00:00,779.688,14,Office,159384,,,23.3,,21.7,-1.0,1015.5,0.0,0.0
10633311,1249,3,2016-07-14 01:00:00,437.937,14,Office,159384,,,23.3,,21.7,-1.0,1015.5,0.0,0.0
10635654,1249,0,2016-07-14 02:00:00,307.0,14,Office,159384,,,22.8,0.0,21.1,-1.0,1015.0,0.0,0.0
10635655,1249,1,2016-07-14 02:00:00,3109.43,14,Office,159384,,,22.8,0.0,21.1,-1.0,1015.0,0.0,0.0
10635656,1249,2,2016-07-14 02:00:00,719.712,14,Office,159384,,,22.8,0.0,21.1,-1.0,1015.0,0.0,0.0
10635657,1249,3,2016-07-14 02:00:00,457.114,14,Office,159384,,,22.8,0.0,21.1,-1.0,1015.0,0.0,0.0
10638003,1249,0,2016-07-14 03:00:00,333.0,14,Office,159384,,,23.3,,21.7,-1.0,1015.0,60.0,1.5
10638004,1249,1,2016-07-14 03:00:00,2490.31,14,Office,159384,,,23.3,,21.7,-1.0,1015.0,60.0,1.5
10638005,1249,2,2016-07-14 03:00:00,899.64,14,Office,159384,,,23.3,,21.7,-1.0,1015.0,60.0,1.5
10638006,1249,3,2016-07-14 03:00:00,452.458,14,Office,159384,,,23.3,,21.7,-1.0,1015.0,60.0,1.5
10640349,1249,0,2016-07-14 04:00:00,347.0,14,Office,159384,,,22.8,,21.7,0.0,1015.0,150.0,2.6
10640350,1249,1,2016-07-14 04:00:00,2528.05,14,Office,159384,,,22.8,,21.7,0.0,1015.0,150.0,2.6
10640351,1249,2,2016-07-14 04:00:00,779.688,14,Office,159384,,,22.8,,21.7,0.0,1015.0,150.0,2.6
10640352,1249,3,2016-07-14 04:00:00,455.937,14,Office,159384,,,22.8,,21.7,0.0,1015.0,150.0,2.6
10642696,1249,0,2016-07-14 05:00:00,334.0,14,Office,159384,,,23.3,,22.2,0.0,1014.5,160.0,2.6
10642697,1249,1,2016-07-14 05:00:00,2753.84,14,Office,159384,,,23.3,,22.2,0.0,1014.5,160.0,2.6
10642698,1249,2,2016-07-14 05:00:00,659.736,14,Office,159384,,,23.3,,22.2,0.0,1014.5,160.0,2.6
10642699,1249,3,2016-07-14 05:00:00,450.69,14,Office,159384,,,23.3,,22.2,0.0,1014.5,160.0,2.6
10645045,1249,0,2016-07-14 06:00:00,329.0,14,Office,159384,,,23.3,,22.2,0.0,1014.5,180.0,2.1
10645046,1249,1,2016-07-14 06:00:00,2378.68,14,Office,159384,,,23.3,,22.2,0.0,1014.5,180.0,2.1
10645047,1249,2,2016-07-14 06:00:00,659.736,14,Office,159384,,,23.3,,22.2,0.0,1014.5,180.0,2.1
10645048,1249,3,2016-07-14 06:00:00,446.785,14,Office,159384,,,23.3,,22.2,0.0,1014.5,180.0,2.1
10647393,1249,0,2016-07-14 07:00:00,308.0,14,Office,159384,,,23.9,,22.8,0.0,1014.0,0.0,0.0
10647394,1249,1,2016-07-14 07:00:00,2365.77,14,Office,159384,,,23.9,,22.8,0.0,1014.0,0.0,0.0
10647395,1249,2,2016-07-14 07:00:00,659.736,14,Office,159384,,,23.9,,22.8,0.0,1014.0,0.0,0.0
10647396,1249,3,2016-07-14 07:00:00,451.471,14,Office,159384,,,23.9,,22.8,0.0,1014.0,0.0,0.0
10649741,1249,0,2016-07-14 08:00:00,303.0,14,Office,159384,,,23.9,,22.8,0.0,1013.5,0.0,0.0
10649742,1249,1,2016-07-14 08:00:00,2690.82,14,Office,159384,,,23.9,,22.8,0.0,1013.5,0.0,0.0
10649743,1249,2,2016-07-14 08:00:00,959.616,14,Office,159384,,,23.9,,22.8,0.0,1013.5,0.0,0.0
10649744,1249,3,2016-07-14 08:00:00,449.128,14,Office,159384,,,23.9,,22.8,0.0,1013.5,0.0,0.0
10652086,1249,0,2016-07-14 09:00:00,321.0,14,Office,159384,,,23.9,,22.8,0.0,1013.5,220.0,1.5
10652087,1249,1,2016-07-14 09:00:00,2753.44,14,Office,159384,,,23.9,,22.8,0.0,1013.5,220.0,1.5
10652088,1249,2,2016-07-14 09:00:00,779.688,14,Office,159384,,,23.9,,22.8,0.0,1013.5,220.0,1.5
10652089,1249,3,2016-07-14 09:00:00,453.033,14,Office,159384,,,23.9,,22.8,0.0,1013.5,220.0,1.5
10654433,1249,0,2016-07-14 10:00:00,316.0,14,Office,159384,,,23.9,,22.8,0.0,1012.5,160.0,2.1
10654434,1249,1,2016-07-14 10:00:00,2779.07,14,Office,159384,,,23.9,,22.8,0.0,1012.5,160.0,2.1
10654435,1249,2,2016-07-14 10:00:00,779.688,14,Office,159384,,,23.9,,22.8,0.0,1012.5,160.0,2.1
10654436,1249,3,2016-07-14 10:00:00,447.025,14,Office,159384,,,23.9,,22.8,0.0,1012.5,160.0,2.1
10656778,1249,0,2016-07-14 11:00:00,331.0,14,Office,159384,,,23.9,,22.8,0.0,1012.5,190.0,2.6
10656779,1249,1,2016-07-14 11:00:00,2655.27,14,Office,159384,,,23.9,,22.8,0.0,1012.5,190.0,2.6
10656780,1249,2,2016-07-14 11:00:00,1199.52,14,Office,159384,,,23.9,,22.8,0.0,1012.5,190.0,2.6
10656781,1249,3,2016-07-14 11:00:00,450.129,14,Office,159384,,,23.9,,22.8,0.0,1012.5,190.0,2.6
10659125,1249,0,2016-07-14 12:00:00,345.0,14,Office,159384,,,24.4,,23.3,0.0,1013.0,200.0,2.6
10659126,1249,1,2016-07-14 12:00:00,2740.19,14,Office,159384,,,24.4,,23.3,0.0,1013.0,200.0,2.6
10659127,1249,2,2016-07-14 12:00:00,659.736,14,Office,159384,,,24.4,,23.3,0.0,1013.0,200.0,2.6
10659128,1249,3,2016-07-14 12:00:00,446.785,14,Office,159384,,,24.4,,23.3,0.0,1013.0,200.0,2.6
10661471,1249,0,2016-07-14 13:00:00,333.0,14,Office,159384,,,25.6,,23.3,0.0,1012.5,170.0,3.1
10661472,1249,1,2016-07-14 13:00:00,3308.77,14,Office,159384,,,25.6,,23.3,0.0,1012.5,170.0,3.1
10661473,1249,2,2016-07-14 13:00:00,899.64,14,Office,159384,,,25.6,,23.3,0.0,1012.5,170.0,3.1
10661474,1249,3,2016-07-14 13:00:00,454.365,14,Office,159384,,,25.6,,23.3,0.0,1012.5,170.0,3.1
10663817,1249,0,2016-07-14 14:00:00,352.0,14,Office,159384,,,26.1,,23.3,0.0,1012.5,240.0,2.1
10663818,1249,1,2016-07-14 14:00:00,3140.02,14,Office,159384,,,26.1,,23.3,0.0,1012.5,240.0,2.1
10663819,1249,2,2016-07-14 14:00:00,719.712,14,Office,159384,,,26.1,,23.3,0.0,1012.5,240.0,2.1
10663820,1249,3,2016-07-14 14:00:00,453.579,14,Office,159384,,,26.1,,23.3,0.0,1012.5,240.0,2.1
10666166,1249,0,2016-07-14 15:00:00,346.0,14,Office,159384,,,26.7,,23.9,0.0,1012.5,200.0,2.1
10666167,1249,1,2016-07-14 15:00:00,3164.23,14,Office,159384,,,26.7,,23.9,0.0,1012.5,200.0,2.1
10666168,1249,2,2016-07-14 15:00:00,599.76,14,Office,159384,,,26.7,,23.9,0.0,1012.5,200.0,2.1
10666169,1249,3,2016-07-14 15:00:00,452.793,14,Office,159384,,,26.7,,23.9,0.0,1012.5,200.0,2.1
10668512,1249,0,2016-07-14 16:00:00,357.0,14,Office,159384,,,27.8,,24.4,0.0,1012.0,210.0,4.1
10668513,1249,1,2016-07-14 16:00:00,3530.89,14,Office,159384,,,27.8,,24.4,0.0,1012.0,210.0,4.1
10668514,1249,2,2016-07-14 16:00:00,599.76,14,Office,159384,,,27.8,,24.4,0.0,1012.0,210.0,4.1
10668515,1249,3,2016-07-14 16:00:00,442.293,14,Office,159384,,,27.8,,24.4,0.0,1012.0,210.0,4.1
10670855,1249,0,2016-07-14 17:00:00,357.0,14,Office,159384,,,30.0,2.0,24.4,0.0,1011.0,190.0,4.1
10670856,1249,1,2016-07-14 17:00:00,3654.2,14,Office,159384,,,30.0,2.0,24.4,0.0,1011.0,190.0,4.1
10670857,1249,2,2016-07-14 17:00:00,659.736,14,Office,159384,,,30.0,2.0,24.4,0.0,1011.0,190.0,4.1
10670858,1249,3,2016-07-14 17:00:00,429.841,14,Office,159384,,,30.0,2.0,24.4,0.0,1011.0,190.0,4.1
10673203,1249,0,2016-07-14 18:00:00,364.0,14,Office,159384,,,31.1,4.0,23.9,0.0,1010.0,210.0,4.6
10673204,1249,1,2016-07-14 18:00:00,3235.94,14,Office,159384,,,31.1,4.0,23.9,0.0,1010.0,210.0,4.6
10673205,1249,2,2016-07-14 18:00:00,659.736,14,Office,159384,,,31.1,4.0,23.9,0.0,1010.0,210.0,4.6
10673206,1249,3,2016-07-14 18:00:00,441.617,14,Office,159384,,,31.1,4.0,23.9,0.0,1010.0,210.0,4.6
10675551,1249,0,2016-07-14 19:00:00,375.0,14,Office,159384,,,32.2,4.0,23.3,0.0,1009.0,220.0,6.7
10675552,1249,1,2016-07-14 19:00:00,3593.63,14,Office,159384,,,32.2,4.0,23.3,0.0,1009.0,220.0,6.7
10675553,1249,2,2016-07-14 19:00:00,659.736,14,Office,159384,,,32.2,4.0,23.3,0.0,1009.0,220.0,6.7
10675554,1249,3,2016-07-14 19:00:00,445.853,14,Office,159384,,,32.2,4.0,23.3,0.0,1009.0,220.0,6.7
10677898,1249,0,2016-07-14 20:00:00,367.0,14,Office,159384,,,32.8,,23.3,0.0,1008.5,230.0,5.1
10677899,1249,1,2016-07-14 20:00:00,3614.41,14,Office,159384,,,32.8,,23.3,0.0,1008.5,230.0,5.1
10677900,1249,2,2016-07-14 20:00:00,719.712,14,Office,159384,,,32.8,,23.3,0.0,1008.5,230.0,5.1
10677901,1249,3,2016-07-14 20:00:00,445.317,14,Office,159384,,,32.8,,23.3,0.0,1008.5,230.0,5.1
