,timestamp,meter_reading,meter_type
9034487,2016-06-15 15:00:00,719.712,steam
9034488,2016-06-15 15:00:00,448.151,hotwater
9036833,2016-06-15 16:00:00,345.0,electricity
9036834,2016-06-15 16:00:00,3114.64,chilledwater
9036835,2016-06-15 16:00:00,779.688,steam
9036836,2016-06-15 16:00:00,448.767,hotwater
9039180,2016-06-15 17:00:00,342.0,electricity
9039181,2016-06-15 17:00:00,3072.78,chilledwater
9039182,2016-06-15 17:00:00,779.688,steam
9039183,2016-06-15 17:00:00,458.05,hotwater
9041526,2016-06-15 18:00:00,377.0,electricity
9041527,2016-06-15 18:00:00,3097.48,chilledwater
9041528,2016-06-15 18:00:00,779.688,steam
9041529,2016-06-15 18:00:00,462.542,hotwater
9043874,2016-06-15 19:00:00,346.0,electricity
9043875,2016-06-15 19:00:00,3533.88,chilledwater
9043876,2016-06-15 19:00:00,719.712,steam
9043877,2016-06-15 19:00:00,450.129,hotwater
9046223,2016-06-15 20:00:00,331.0,electricity
9046224,2016-06-15 20:00:00,2976.48,chilledwater
9046225,2016-06-15 20:00:00,779.688,steam
9046226,2016-06-15 20:00:00,439.134,hotwater
9048566,2016-06-15 21:00:00,338.0,electricity
9048567,2016-06-15 21:00:00,3254.31,chilledwater
9048568,2016-06-15 21:00:00,659.736,steam
9048569,2016-06-15 21:00:00,440.781,hotwater
9050915,2016-06-15 22:00:00,324.0,electricity
9050916,2016-06-15 22:00:00,3468.78,chilledwater
9050917,2016-06-15 22:00:00,719.712,steam
9050918,2016-06-15 22:00:00,440.165,hotwater
9053260,2016-06-15 23:00:00,303.0,electricity
9053261,2016-06-15 23:00:00,3463.69,chilledwater
9053262,2016-06-15 23:00:00,839.664,steam
9053263,2016-06-15 23:00:00,439.419,hotwater
9055605,2016-06-16 00:00:00,308.0,electricity
9055606,2016-06-16 00:00:00,3331.15,chilledwater
9055607,2016-06-16 00:00:00,839.664,steam
9055608,2016-06-16 00:00:00,493.71,hotwater
9057947,2016-06-16 01:00:00,334.0,electricity
9057948,2016-06-16 01:00:00,2904.14,chilledwater
9057949,2016-06-16 01:00:00,659.736,steam
9057950,2016-06-16 01:00:00,440.916,hotwater
9060292,2016-06-16 02:00:00,295.0,electricity
9060293,2016-06-16 02:00:00,2974.17,chilledwater
9060294,2016-06-16 02:00:00,719.712,steam
9060295,2016-06-16 02:00:00,434.227,hotwater
9062634,2016-06-16 03:00:00,289.0,electricity
9062635,2016-06-16 03:00:00,2738.65,chilledwater
9062636,2016-06-16 03:00:00,599.76,steam
9062637,2016-06-16 03:00:00,446.83,hotwater
9064976,2016-06-16 04:00:00,296.0,electricity
9064977,2016-06-16 04:00:00,2829.8,chilledwater
9064978,2016-06-16 04:00:00,539.784,steam
9064979,2016-06-16 04:00:00,443.12,hotwater
9067319,2016-06-16 05:00:00,283.0,electricity
9067320,2016-06-16 05:00:00,2553.66,chilledwater
9067321,2016-06-16 05:00:00,599.76,steam
9067322,2016-06-16 05:00:00,437.201,hotwater
9069662,2016-06-16 06:00:00,314.0,electricity
9069663,2016-06-16 06:00:00,2458.49,chilledwater
9069664,2016-06-16 06:00:00,599.76,steam
9069665,2016-06-16 06:00:00,438.693,hotwater
9072009,2016-06-16 07:00:00,291.0,electricity
9072010,2016-06-16 07:00:00,2794.9,chilledwater
9072011,2016-06-16 07:00:00,539.784,steam
9072012,2016-06-16 07:00:00,440.911,hotwater
9074352,2016-06-16 08:00:00,289.0,electricity
9074353,2016-06-16 08:00:00,2994.34,chilledwater
9074354,2016-06-16 08:00:00,899.64,steam
9074355,2016-06-16 08:00:00,443.871,hotwater
9076695,2016-06-16 09:00:00,294.0,electricity
9076696,2016-06-16 09:00:00,3232.37,chilledwater
9076697,2016-06-16 09:00:00,599.76,steam
9076698,2016-06-16 09:00:00,437.201,hotwater
9079040,2016-06-16 10:00:00,298.0,electricity
9079041,2016-06-16 10:00:00,2884.32,chilledwater
9079042,2016-06-16 10:00:00,779.688,steam
9079043,2016-06-16 10:00:00,440.916,hotwater
9081383,2016-06-16 11:00:00,330.0,electricity
9081384,2016-06-16 11:00:00,2982.01,chilledwater
9081385,2016-06-16 11:00:00,1139.54,steam
9081386,2016-06-16 11:00:00,434.958,hotwater
9083727,2016-06-16 12:00:00,319.0,electricity
9083728,2016-06-16 12:00:00,3080.02,chilledwater
9083729,2016-06-16 12:00:00,659.736,steam
9083730,2016-06-16 12:00:00,442.404,hotwater
9086070,2016-06-16 13:00:00,327.0,electricity
9086071,2016-06-16 13:00:00,3548.61,chilledwater
9086072,2016-06-16 13:00:00,779.688,steam
9086073,2016-06-16 13:00:00,445.363,hotwater
9088412,2016-06-16 14:00:00,333.0,electricity
9088413,2016-06-16 14:00:00,3216.49,chilledwater
9088414,2016-06-16 14:00:00,839.664,steam
9088415,2016-06-16 14:00:00,440.145,hotwater
9090754,2016-06-16 15:00:00,356.0,electricity
9090755,2016-06-16 15:00:00,3468.78,chilledwater
9090756,2016-06-16 15:00:00,719.712,steam
9090757,2016-06-16 15:00:00,443.825,hotwater
9093097,2016-06-16 16:00:00,368.0,electricity
9093098,2016-06-16 16:00:00,3681.24,chilledwater
9093099,2016-06-16 16:00:00,719.712,steam
9093100,2016-06-16 16:00:00,445.363,hotwater
9095438,2016-06-16 17:00:00,345.0,electricity
9095439,2016-06-16 17:00:00,3562.66,chilledwater
9095440,2016-06-16 17:00:00,659.736,steam
9095441,2016-06-16 17:00:00,469.917,hotwater
9097781,2016-06-16 18:00:00,354.0,electricity
9097782,2016-06-16 18:00:00,3868.63,chilledwater
9097783,2016-06-16 18:00:00,779.688,steam
9097784,2016-06-16 18:00:00,447.506,hotwater
9100122,2016-06-16 19:00:00,349.0,electricity
9100123,2016-06-16 19:00:00,3831.13,chilledwater
9100124,2016-06-16 19:00:00,719.712,steam
9100125,2016-06-16 19:00:00,446.745,hotwater
9102463,2016-06-16 20:00:00,337.0,electricity
9102464,2016-06-16 20:00:00,3691.68,chilledwater
9102465,2016-06-16 20:00:00,659.736,steam
9102466,2016-06-16 20:00:00,440.165,hotwater
9104805,2016-06-16 21:00:00,342.0,electricity
9104806,2016-06-16 21:00:00,3960.3,chilledwater
9104807,2016-06-16 21:00:00,719.712,steam
9104808,2016-06-16 21:00:00,440.866,hotwater
9107145,2016-06-16 22:00:00,315.0,electricity
9107146,2016-06-16 22:00:00,3946.75,chilledwater
9107147,2016-06-16 22:00:00,719.712,steam
9107148,2016-06-16 22:00:00,432.034,hotwater
9109486,2016-06-16 23:00:00,329.0,electricity
9109487,2016-06-16 23:00:00,3708.4,chilledwater
9109488,2016-06-16 23:00:00,599.76,steam
9109489,2016-06-16 23:00:00,443.12,hotwater
9111833,2016-06-17 00:00:00,329.0,electricity
9111834,2016-06-17 00:00:00,3818.68,chilledwater
9111835,2016-06-17 00:00:00,659.736,steam
9111836,2016-06-17 00:00:00,430.442,hotwater
9114180,2016-06-17 01:00:00,339.0,electricity
9114181,2016-06-17 01:00:00,3269.11,chilledwater
9114182,2016-06-17 01:00:00,959.616,steam
9114183,2016-06-17 01:00:00,440.916,hotwater
9116528,2016-06-17 02:00:00,326.0,electricity
9116529,2016-06-17 02:00:00,2594.63,chilledwater
9116530,2016-06-17 02:00:00,719.712,steam
9116531,2016-06-17 02:00:00,449.128,hotwater
9118878,2016-06-17 03:00:00,308.0,electricity
9118879,2016-06-17 03:00:00,2581.47,chilledwater
9118880,2016-06-17 03:00:00,719.712,steam
9118881,2016-06-17 03:00:00,434.047,hotwater
9121225,2016-06-17 04:00:00,294.0,electricity
9121226,2016-06-17 04:00:00,2566.7,chilledwater
9121227,2016-06-17 04:00:00,599.76,steam
9121228,2016-06-17 04:00:00,432.705,hotwater
9123571,2016-06-17 05:00:00,327.0,electricity
9123572,2016-06-17 05:00:00,2352.66,chilledwater
9123573,2016-06-17 05:00:00,539.784,steam
9123574,2016-06-17 05:00:00,443.881,hotwater
9125919,2016-06-17 06:00:00,289.0,electricity
9125920,2016-06-17 06:00:00,2183.16,chilledwater
9125921,2016-06-17 06:00:00,719.712,steam
9125922,2016-06-17 06:00:00,442.404,hotwater
9128271,2016-06-17 07:00:00,293.0,electricity
9128272,2016-06-17 07:00:00,2568.18,chilledwater
9128273,2016-06-17 07:00:00,599.76,steam
9128274,2016-06-17 07:00:00,444.622,hotwater
9130621,2016-06-17 08:00:00,293.0,electricity
9130622,2016-06-17 08:00:00,2504.11,chilledwater
9130623,2016-06-17 08:00:00,899.64,steam
9130624,2016-06-17 08:00:00,428.279,hotwater
9132968,2016-06-17 09:00:00,304.0,electricity
9132969,2016-06-17 09:00:00,2528.36,chilledwater
9132970,2016-06-17 09:00:00,839.664,steam
9132971,2016-06-17 09:00:00,440.165,hotwater
9135314,2016-06-17 10:00:00,309.0,electricity
9135315,2016-06-17 10:00:00,2385.46,chilledwater
9135316,2016-06-17 10:00:00,779.688,steam
9135317,2016-06-17 10:00:00,437.151,hotwater
9137661,2016-06-17 11:00:00,305.0,electricity
9137662,2016-06-17 11:00:00,2445.85,chilledwater
9137663,2016-06-17 11:00:00,659.736,steam
9137664,2016-06-17 11:00:00,443.825,hotwater
9140008,2016-06-17 12:00:00,333.0,electricity
9140009,2016-06-17 12:00:00,2255.96,chilledwater
9140010,2016-06-17 12:00:00,539.784,steam
9140011,2016-06-17 12:00:00,377.728,hotwater
9142352,2016-06-17 13:00:00,338.0,electricity
9142353,2016-06-17 13:00:00,2383.22,chilledwater
9142354,2016-06-17 13:00:00,899.64,steam
9142355,2016-06-17 13:00:00,363.067,hotwater
9144696,2016-06-17 14:00:00,350.0,electricity
9144697,2016-06-17 14:00:00,2261.53,chilledwater
9144698,2016-06-17 14:00:00,779.688,steam
9144699,2016-06-17 14:00:00,332.675,hotwater
9147040,2016-06-17 15:00:00,340.0,electricity
9147041,2016-06-17 15:00:00,2553.79,chilledwater
9147042,2016-06-17 15:00:00,719.712,steam
9147043,2016-06-17 15:00:00,279.766,hotwater
9149384,2016-06-17 16:00:00,340.0,electricity
9149385,2016-06-17 16:00:00,2411.85,chilledwater
9149386,2016-06-17 16:00:00,719.712,steam
9149387,2016-06-17 16:00:00,235.109,hotwater
9151732,2016-06-17 17:00:00,370.0,electricity
9151733,2016-06-17 17:00:00,2113.39,chilledwater
9151734,2016-06-17 17:00:00,779.688,steam
9151735,2016-06-17 17:00:00,182.665,hotwater
9154079,2016-06-17 18:00:00,336.0,electricity
9154080,2016-06-17 18:00:00,2462.83,chilledwater
9154081,2016-06-17 18:00:00,839.664,steam
9154082,2016-06-17 18:00:00,148.252,hotwater
9156427,2016-06-17 19:00:00,330.0,electricity
9156428,2016-06-17 19:00:00,2357.12,chilledwater
9156429,2016-06-17 19:00:00,719.712,steam
9156430,2016-06-17 19:00:00,107.671,hotwater
9158771,2016-06-17 20:00:00,340.0,electricity
9158772,2016-06-17 20:00:00,2619.71,chilledwater
9158773,2016-06-17 20:00:00,899.64,steam
9158774,2016-06-17 20:00:00,213.238,hotwater
9161117,2016-06-17 21:00:00,352.0,electricity
9161118,2016-06-17 21:00:00,2481.31,chilledwater
9161119,2016-06-17 21:00:00,779.688,steam
9161120,2016-06-17 21:00:00,259.442,hotwater
9163466,2016-06-17 22:00:00,354.0,electricity
9163467,2016-06-17 22:00:00,2516.46,chilledwater
9163468,2016-06-17 22:00:00,839.664,steam
9163469,2016-06-17 22:00:00,302.262,hotwater
9165812,2016-06-17 23:00:00,310.0,electricity
9165813,2016-06-17 23:00:00,2350.71,chilledwater
9165814,2016-06-17 23:00:00,779.688,steam
9165815,2016-06-17 23:00:00,421.248,hotwater
9168157,2016-06-18 00:00:00,305.0,electricity
9168158,2016-06-18 00:00:00,2190.0,chilledwater
9168159,2016-06-18 00:00:00,839.664,steam
9168160,2016-06-18 00:00:00,269.632,hotwater
9170498,2016-06-18 01:00:00,310.0,electricity
9170499,2016-06-18 01:00:00,1985.85,chilledwater
9170500,2016-06-18 01:00:00,779.688,steam
9170501,2016-06-18 01:00:00,366.322,hotwater
9172843,2016-06-18 02:00:00,306.0,electricity
9172844,2016-06-18 02:00:00,2066.05,chilledwater
9172845,2016-06-18 02:00:00,719.712,steam
9172846,2016-06-18 02:00:00,373.482,hotwater
9175185,2016-06-18 03:00:00,290.0,electricity
9175186,2016-06-18 03:00:00,1385.93,chilledwater
9175187,2016-06-18 03:00:00,599.76,steam
9175188,2016-06-18 03:00:00,454.641,hotwater
9177527,2016-06-18 04:00:00,291.0,electricity
9177528,2016-06-18 04:00:00,1472.08,chilledwater
9177529,2016-06-18 04:00:00,599.76,steam
9177530,2016-06-18 04:00:00,448.372,hotwater
9179868,2016-06-18 05:00:00,289.0,electricity
9179869,2016-06-18 05:00:00,1618.89,chilledwater
9179870,2016-06-18 05:00:00,779.688,steam
9179871,2016-06-18 05:00:00,425.245,hotwater
9182212,2016-06-18 06:00:00,308.0,electricity
9182213,2016-06-18 06:00:00,1846.77,chilledwater
9182214,2016-06-18 06:00:00,539.784,steam
9182215,2016-06-18 06:00:00,437.787,hotwater
9184559,2016-06-18 07:00:00,287.0,electricity
9184560,2016-06-18 07:00:00,1650.97,chilledwater
9184561,2016-06-18 07:00:00,839.664,steam
9184562,2016-06-18 07:00:00,434.157,hotwater
9186905,2016-06-18 08:00:00,289.0,electricity
9186906,2016-06-18 08:00:00,1624.33,chilledwater
9186907,2016-06-18 08:00:00,659.736,steam
9186908,2016-06-18 08:00:00,443.88,hotwater
9189250,2016-06-18 09:00:00,293.0,electricity
9189251,2016-06-18 09:00:00,1532.3,chilledwater
9189252,2016-06-18 09:00:00,839.664,steam
9189253,2016-06-18 09:00:00,440.806,hotwater
9191593,2016-06-18 10:00:00,312.0,electricity
9191594,2016-06-18 10:00:00,1448.27,chilledwater
9191595,2016-06-18 10:00:00,1319.47,steam
9191596,2016-06-18 10:00:00,450.55,hotwater
9193937,2016-06-18 11:00:00,304.0,electricity
9193938,2016-06-18 11:00:00,1669.98,chilledwater
9193939,2016-06-18 11:00:00,719.712,steam
9193940,2016-06-18 11:00:00,444.622,hotwater
9196283,2016-06-18 12:00:00,300.0,electricity
9196284,2016-06-18 12:00:00,1537.29,chilledwater
9196285,2016-06-18 12:00:00,839.664,steam
9196286,2016-06-18 12:00:00,480.797,hotwater
9198627,2016-06-18 13:00:00,299.0,electricity
9198628,2016-06-18 13:00:00,1761.32,chilledwater
9198629,2016-06-18 13:00:00,659.736,steam
9198630,2016-06-18 13:00:00,468.36,hotwater
9200973,2016-06-18 14:00:00,300.0,electricity
9200974,2016-06-18 14:00:00,1903.74,chilledwater
9200975,2016-06-18 14:00:00,539.784,steam
9200976,2016-06-18 14:00:00,453.394,hotwater
9203318,2016-06-18 15:00:00,304.0,electricity
9203319,2016-06-18 15:00:00,2053.06,chilledwater
9203320,2016-06-18 15:00:00,779.688,steam
9203321,2016-06-18 15:00:00,457.51,hotwater
9205661,2016-06-18 16:00:00,295.0,electricity
9205662,2016-06-18 16:00:00,1966.24,chilledwater
9205663,2016-06-18 16:00:00,599.76,steam
9205664,2016-06-18 16:00:00,453.033,hotwater
9208004,2016-06-18 17:00:00,304.0,electricity
9208005,2016-06-18 17:00:00,2481.58,chilledwater
9208006,2016-06-18 17:00:00,599.76,steam
9208007,2016-06-18 17:00:00,505.306,hotwater
9210349,2016-06-18 18:00:00,299.0,electricity
9210350,2016-06-18 18:00:00,2391.46,chilledwater
9210351,2016-06-18 18:00:00,659.736,steam
9210352,2016-06-18 18:00:00,446.074,hotwater
9212693,2016-06-18 19:00:00,309.0,electricity
9212694,2016-06-18 19:00:00,2332.84,chilledwater
9212695,2016-06-18 19:00:00,719.712,steam
9212696,2016-06-18 19:00:00,490.831,hotwater
9215036,2016-06-18 20:00:00,313.0,electricity
9215037,2016-06-18 20:00:00,2568.04,chilledwater
9215038,2016-06-18 20:00:00,599.76,steam
9215039,2016-06-18 20:00:00,445.222,hotwater
9217379,2016-06-18 21:00:00,314.0,electricity
9217380,2016-06-18 21:00:00,2373.77,chilledwater
9217381,2016-06-18 21:00:00,719.712,steam
9217382,2016-06-18 21:00:00,456.939,hotwater
9219720,2016-06-18 22:00:00,306.0,electricity
9219721,2016-06-18 22:00:00,2498.39,chilledwater
9219722,2016-06-18 22:00:00,599.76,steam
9219723,2016-06-18 22:00:00,445.222,hotwater
9222065,2016-06-18 23:00:00,318.0,electricity
9222066,2016-06-18 23:00:00,2229.46,chilledwater
9222067,2016-06-18 23:00:00,659.736,steam
9222068,2016-06-18 23:00:00,448.267,hotwater
9224410,2016-06-19 00:00:00,324.0,electricity
9224411,2016-06-19 00:00:00,2234.81,chilledwater
9224412,2016-06-19 00:00:00,539.784,steam
9224413,2016-06-19 00:00:00,447.385,hotwater
9226754,2016-06-19 01:00:00,305.0,electricity
9226755,2016-06-19 01:00:00,2210.44,chilledwater
9226756,2016-06-19 01:00:00,779.688,steam
9226757,2016-06-19 01:00:00,436.435,hotwater
9229099,2016-06-19 02:00:00,304.0,electricity
9229100,2016-06-19 02:00:00,1557.07,chilledwater
9229101,2016-06-19 02:00:00,779.688,steam
9229102,2016-06-19 02:00:00,477.758,hotwater
9231444,2016-06-19 03:00:00,299.0,electricity
9231445,2016-06-19 03:00:00,1720.24,chilledwater
9231446,2016-06-19 03:00:00,599.76,steam
9231447,2016-06-19 03:00:00,453.814,hotwater
9233790,2016-06-19 04:00:00,320.0,electricity
9233791,2016-06-19 04:00:00,1370.96,chilledwater
9233792,2016-06-19 04:00:00,659.736,steam
9233793,2016-06-19 04:00:00,443.805,hotwater
9236135,2016-06-19 05:00:00,299.0,electricity
9236136,2016-06-19 05:00:00,1715.47,chilledwater
9236137,2016-06-19 05:00:00,659.736,steam
9236138,2016-06-19 05:00:00,447.506,hotwater
9238482,2016-06-19 06:00:00,298.0,electricity
9238483,2016-06-19 06:00:00,1444.59,chilledwater
9238484,2016-06-19 06:00:00,599.76,steam
9238485,2016-06-19 06:00:00,455.562,hotwater
9240828,2016-06-19 07:00:00,291.0,electricity
9240829,2016-06-19 07:00:00,1251.51,chilledwater
9240830,2016-06-19 07:00:00,599.76,steam
9240831,2016-06-19 07:00:00,448.151,hotwater
9243175,2016-06-19 08:00:00,319.0,electricity
9243176,2016-06-19 08:00:00,1492.85,chilledwater
9243177,2016-06-19 08:00:00,659.736,steam
9243178,2016-06-19 08:00:00,442.293,hotwater
9245523,2016-06-19 09:00:00,291.0,electricity
9245524,2016-06-19 09:00:00,1230.81,chilledwater
9245525,2016-06-19 09:00:00,779.688,steam
9245526,2016-06-19 09:00:00,448.342,hotwater
9247870,2016-06-19 10:00:00,300.0,electricity
9247871,2016-06-19 10:00:00,1228.2,chilledwater
9247872,2016-06-19 10:00:00,1019.59,steam
9247873,2016-06-19 10:00:00,447.586,hotwater
9250215,2016-06-19 11:00:00,312.0,electricity
9250216,2016-06-19 11:00:00,1497.98,chilledwater
9250217,2016-06-19 11:00:00,1019.59,steam
9250218,2016-06-19 11:00:00,446.875,hotwater
9252557,2016-06-19 12:00:00,320.0,electricity
9252558,2016-06-19 12:00:00,1574.72,chilledwater
9252559,2016-06-19 12:00:00,779.688,steam
9252560,2016-06-19 12:00:00,449.118,hotwater
9254898,2016-06-19 13:00:00,325.0,electricity
9254899,2016-06-19 13:00:00,1800.43,chilledwater
9254900,2016-06-19 13:00:00,719.712,steam
9254901,2016-06-19 13:00:00,449.879,hotwater
9257241,2016-06-19 14:00:00,323.0,electricity
9257242,2016-06-19 14:00:00,1714.34,chilledwater
9257243,2016-06-19 14:00:00,779.688,steam
9257244,2016-06-19 14:00:00,455.046,hotwater
9259585,2016-06-19 15:00:00,306.0,electricity
9259586,2016-06-19 15:00:00,2102.21,chilledwater
9259587,2016-06-19 15:00:00,539.784,steam
9259588,2016-06-19 15:00:00,446.875,hotwater
9261930,2016-06-19 16:00:00,316.0,electricity
9261931,2016-06-19 16:00:00,2249.43,chilledwater
9261932,2016-06-19 16:00:00,659.736,steam
9261933,2016-06-19 16:00:00,446.124,hotwater
9264276,2016-06-19 17:00:00,333.0,electricity
9264277,2016-06-19 17:00:00,2276.85,chilledwater
9264278,2016-06-19 17:00:00,539.784,steam
9264279,2016-06-19 17:00:00,449.854,hotwater
9266617,2016-06-19 18:00:00,313.0,electricity
9266618,2016-06-19 18:00:00,2377.21,chilledwater
9266619,2016-06-19 18:00:00,659.736,steam
9266620,2016-06-19 18:00:00,443.12,hotwater
9268959,2016-06-19 19:00:00,303.0,electricity
9268960,2016-06-19 19:00:00,2332.33,chilledwater
9268961,2016-06-19 19:00:00,659.736,steam
9268962,2016-06-19 19:00:00,445.373,hotwater
9271302,2016-06-19 20:00:00,320.0,electricity
9271303,2016-06-19 20:00:00,2232.92,chilledwater
9271304,2016-06-19 20:00:00,659.736,steam
9271305,2016-06-19 20:00:00,446.074,hotwater
9273645,2016-06-19 21:00:00,347.0,electricity
9273646,2016-06-19 21:00:00,2438.06,chilledwater
9273647,2016-06-19 21:00:00,659.736,steam
9273648,2016-06-19 21:00:00,443.805,hotwater
9275987,2016-06-19 22:00:00,309.0,electricity
9275988,2016-06-19 22:00:00,2588.73,chilledwater
9275989,2016-06-19 22:00:00,719.712,steam
9275990,2016-06-19 22:00:00,445.222,hotwater
9278326,2016-06-19 23:00:00,310.0,electricity
9278327,2016-06-19 23:00:00,2325.27,chilledwater
9278328,2016-06-19 23:00:00,359.856,steam
9278329,2016-06-19 23:00:00,440.781,hotwater
9280669,2016-06-20 00:00:00,311.0,electricity
9280670,2016-06-20 00:00:00,2428.37,chilledwater
9280671,2016-06-20 00:00:00,599.76,steam
9280672,2016-06-20 00:00:00,440.866,hotwater
9283011,2016-06-20 01:00:00,303.0,electricity
9283012,2016-06-20 01:00:00,2443.08,chilledwater
9283013,2016-06-20 01:00:00,359.856,steam
9283014,2016-06-20 01:00:00,448.151,hotwater
9285354,2016-06-20 02:00:00,300.0,electricity
9285355,2016-06-20 02:00:00,1946.86,chilledwater
9285356,2016-06-20 02:00:00,539.784,steam
9285357,2016-06-20 02:00:00,437.862,hotwater
9287699,2016-06-20 03:00:00,298.0,electricity
9287700,2016-06-20 03:00:00,1913.17,chilledwater
9287701,2016-06-20 03:00:00,659.736,steam
9287702,2016-06-20 03:00:00,442.178,hotwater
9290044,2016-06-20 04:00:00,324.0,electricity
9290045,2016-06-20 04:00:00,1616.18,chilledwater
9290046,2016-06-20 04:00:00,599.76,steam
9290047,2016-06-20 04:00:00,454.365,hotwater
9292388,2016-06-20 05:00:00,312.0,electricity
9292389,2016-06-20 05:00:00,1483.01,chilledwater
9292390,2016-06-20 05:00:00,659.736,steam
9292391,2016-06-20 05:00:00,447.506,hotwater
9294734,2016-06-20 06:00:00,291.0,electricity
9294735,2016-06-20 06:00:00,1667.92,chilledwater
9294736,2016-06-20 06:00:00,779.688,steam
9294737,2016-06-20 06:00:00,435.729,hotwater
9297082,2016-06-20 07:00:00,313.0,electricity
9297083,2016-06-20 07:00:00,1363.09,chilledwater
9297084,2016-06-20 07:00:00,479.808,steam
9297085,2016-06-20 07:00:00,438.673,hotwater
9299431,2016-06-20 08:00:00,296.0,electricity
9299432,2016-06-20 08:00:00,1725.35,chilledwater
9299433,2016-06-20 08:00:00,659.736,steam
9299434,2016-06-20 08:00:00,444.622,hotwater
9301779,2016-06-20 09:00:00,298.0,electricity
9301780,2016-06-20 09:00:00,1549.89,chilledwater
9301781,2016-06-20 09:00:00,419.832,steam
9301782,2016-06-20 09:00:00,440.175,hotwater
9304125,2016-06-20 10:00:00,337.0,electricity
9304126,2016-06-20 10:00:00,1393.77,chilledwater
9304127,2016-06-20 10:00:00,779.688,steam
9304128,2016-06-20 10:00:00,443.14,hotwater
9306473,2016-06-20 11:00:00,314.0,electricity
9306474,2016-06-20 11:00:00,1644.57,chilledwater
9306475,2016-06-20 11:00:00,659.736,steam
9306476,2016-06-20 11:00:00,427.648,hotwater
9308818,2016-06-20 12:00:00,316.0,electricity
9308819,2016-06-20 12:00:00,1627.64,chilledwater
9308820,2016-06-20 12:00:00,719.712,steam
9308821,2016-06-20 12:00:00,490.025,hotwater
9311163,2016-06-20 13:00:00,318.0,electricity
9311164,2016-06-20 13:00:00,2118.71,chilledwater
9311165,2016-06-20 13:00:00,779.688,steam
9311166,2016-06-20 13:00:00,449.353,hotwater
9313507,2016-06-20 14:00:00,337.0,electricity
9313508,2016-06-20 14:00:00,2446.49,chilledwater
9313509,2016-06-20 14:00:00,599.76,steam
9313510,2016-06-20 14:00:00,447.385,hotwater
9315849,2016-06-20 15:00:00,356.0,electricity
9315850,2016-06-20 15:00:00,2754.14,chilledwater
9315851,2016-06-20 15:00:00,659.736,steam
9315852,2016-06-20 15:00:00,442.293,hotwater
9318192,2016-06-20 16:00:00,355.0,electricity
9318193,2016-06-20 16:00:00,2990.62,chilledwater
9318194,2016-06-20 16:00:00,779.688,steam
9318195,2016-06-20 16:00:00,441.417,hotwater
9320537,2016-06-20 17:00:00,343.0,electricity
9320538,2016-06-20 17:00:00,3042.0,chilledwater
9320539,2016-06-20 17:00:00,779.688,steam
9320540,2016-06-20 17:00:00,439.269,hotwater
9322885,2016-06-20 18:00:00,347.0,electricity
9322886,2016-06-20 18:00:00,3181.3,chilledwater
9322887,2016-06-20 18:00:00,659.736,steam
9322888,2016-06-20 18:00:00,444.461,hotwater
9325232,2016-06-20 19:00:00,352.0,electricity
9325233,2016-06-20 19:00:00,3140.36,chilledwater
9325234,2016-06-20 19:00:00,539.784,steam
9325235,2016-06-20 19:00:00,456.724,hotwater
9327579,2016-06-20 20:00:00,347.0,electricity
9327580,2016-06-20 20:00:00,3013.31,chilledwater
9327581,2016-06-20 20:00:00,779.688,steam
9327582,2016-06-20 20:00:00,446.745,hotwater
9329923,2016-06-20 21:00:00,351.0,electricity
9329924,2016-06-20 21:00:00,2895.1,chilledwater
9329925,2016-06-20 21:00:00,539.784,steam
9329926,2016-06-20 21:00:00,427.623,hotwater
9332269,2016-06-20 22:00:00,364.0,electricity
9332270,2016-06-20 22:00:00,3227.55,chilledwater
9332271,2016-06-20 22:00:00,419.832,steam
9332272,2016-06-20 22:00:00,441.617,hotwater
9334614,2016-06-20 23:00:00,315.0,electricity
9334615,2016-06-20 23:00:00,2941.56,chilledwater
9334616,2016-06-20 23:00:00,839.664,steam
9334617,2016-06-20 23:00:00,443.12,hotwater
9336961,2016-06-21 00:00:00,311.0,electricity
9336962,2016-06-21 00:00:00,2935.51,chilledwater
9336963,2016-06-21 00:00:00,539.784,steam
9336964,2016-06-21 00:00:00,434.988,hotwater
9339308,2016-06-21 01:00:00,318.0,electricity
9339309,2016-06-21 01:00:00,2893.59,chilledwater
9339310,2016-06-21 01:00:00,419.832,steam
9339311,2016-06-21 01:00:00,443.87,hotwater
9341655,2016-06-21 02:00:00,322.0,electricity
9341656,2016-06-21 02:00:00,2584.01,chilledwater
9341657,2016-06-21 02:00:00,599.76,steam
9341658,2016-06-21 02:00:00,447.506,hotwater
9344003,2016-06-21 03:00:00,313.0,electricity
9344004,2016-06-21 03:00:00,2302.82,chilledwater
9344005,2016-06-21 03:00:00,659.736,steam
9344006,2016-06-21 03:00:00,444.622,hotwater
9346351,2016-06-21 04:00:00,303.0,electricity
9346352,2016-06-21 04:00:00,2248.21,chilledwater
9346353,2016-06-21 04:00:00,539.784,steam
9346354,2016-06-21 04:00:00,443.15,hotwater
9348700,2016-06-21 05:00:00,306.0,electricity
9348701,2016-06-21 05:00:00,2298.58,chilledwater
9348702,2016-06-21 05:00:00,599.76,steam
9348703,2016-06-21 05:00:00,440.165,hotwater
9351049,2016-06-21 06:00:00,298.0,electricity
9351050,2016-06-21 06:00:00,2338.07,chilledwater
9351051,2016-06-21 06:00:00,599.76,steam
9351052,2016-06-21 06:00:00,439.419,hotwater
